SNIPER,A,D,34.38,4,4
SNIPER,A,D,26.54,3,4
SNIPER,A,A,28.49538,2,4
SNIPER,A,D,32.56,2,4
SNIPER,A,A,22.9059,1,4
RIFLE,A,D,32.24,4,6
RIFLE,A,S,30.59747,4,9
RIFLE,A,S,33.34,6,6
RIFLE,A,S,34.2,9,8
RIFLE,A,S,39.24,9,14
RIFLE,A,S,41.32,3,17
RIFLE,A,S,39.24,2,16
RIFLE,A,A,40.36,12,14
RIFLE,A,A,38.81652,7,19
RIFLE,A,A,34.63198,7,13
RIFLE,A,A,42.995,6,14
RIFLE,A,D,47.44,2,12
RIFLE,A,D,36.76,5,16
RIFLE,A,D,92.14,4,15
RIFLE,A,D,101.1,6,16
